Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USD
2019-04-22 12-AM,ETHUSD,170.13,170.13,170.13,170.13,0.0,0.0
2019-04-21 11-PM,ETHUSD,169.98,170.53,169.41,170.13,212.88,36130.63
2019-04-21 10-PM,ETHUSD,169.21,170.61,168.94,169.98,434.65,73990.18
2019-04-21 09-PM,ETHUSD,168.67,169.36,168.18,169.21,81.84,13784.52
2019-04-21 08-PM,ETHUSD,168.32,168.92,168.32,168.67,36.99,6237.66
2019-04-21 07-PM,ETHUSD,167.69,168.5,167.69,168.32,70.17,11803.0
2019-04-21 06-PM,ETHUSD,168.66,168.72,167.15,167.69,607.28,101990.32
2019-04-21 05-PM,ETHUSD,168.56,168.84,168.2,168.66,111.68,18820.61
2019-04-21 04-PM,ETHUSD,169.34,169.63,168.56,168.56,118.39,19993.69
2019-04-21 03-PM,ETHUSD,168.74,169.7,168.44,169.34,171.19,28905.78
2019-04-21 02-PM,ETHUSD,169.4,169.4,168.01,168.74,517.29,87098.27
2019-04-21 01-PM,ETHUSD,167.95,169.4,167.95,169.4,68.47,11571.88
2019-04-21 12-PM,ETHUSD,168.15,168.45,166.29,167.95,356.67,59583.1
2019-04-21 11-AM,ETHUSD,169,169,168.15,168.15,79.16,13343.99
2019-04-21 10-AM,ETHUSD,168.36,169.77,167.63,169,820.51,138500.3
2019-04-21 09-AM,ETHUSD,170.94,171.04,168.1,168.36,1273.51,215738.51
2019-04-21 08-AM,ETHUSD,172.25,172.25,168.73,170.94,650.84,110638.67
2019-04-21 07-AM,ETHUSD,173.3,173.41,172.11,172.25,81.56,14122.04
2019-04-21 06-AM,ETHUSD,172.64,173.3,172.05,173.3,85.82,14813.79
2019-04-21 05-AM,ETHUSD,173.41,173.41,172.38,172.64,72.43,12505.95
2019-04-21 04-AM,ETHUSD,173.84,173.99,173.41,173.41,331.82,57588.06
2019-04-21 03-AM,ETHUSD,173.79,174.07,173.67,173.84,372.82,64784.06
2019-04-21 02-AM,ETHUSD,173.73,174.04,173.51,173.79,338.09,58759.0
2019-04-21 01-AM,ETHUSD,174.12,174.12,173.58,173.73,745.81,129771.84
2019-04-21 12-AM,ETHUSD,173.89,174.48,173.6,174.12,767.27,133640.91
2019-04-20 11-PM,ETHUSD,172.73,173.89,172.66,173.89,18.32,3176.02
2019-04-20 10-PM,ETHUSD,171.12,172.91,171.12,172.73,37.88,6533.97
2019-04-20 09-PM,ETHUSD,173,173.09,171,171.12,520.83,89779.03
2019-04-20 08-PM,ETHUSD,173.85,173.91,173,173,344.35,59776.3
2019-04-20 07-PM,ETHUSD,173.88,173.88,173.47,173.85,95.95,16665.93
2019-04-20 06-PM,ETHUSD,173.6,173.96,173.48,173.88,315.45,54782.04
2019-04-20 05-PM,ETHUSD,174.04,174.07,173.59,173.6,54.12,9403.87
2019-04-20 04-PM,ETHUSD,173.24,174.04,173.08,174.04,447.93,77714.88
2019-04-20 03-PM,ETHUSD,172.6,173.69,172.22,173.24,176.82,30499.59
2019-04-20 02-PM,ETHUSD,173.88,173.88,172.51,172.6,167.9,29060.0
2019-04-20 01-PM,ETHUSD,173.93,174.13,173.88,173.88,128.31,22336.68
2019-04-20 12-PM,ETHUSD,173.63,174.25,173.63,173.93,53.21,9246.84
2019-04-20 11-AM,ETHUSD,173.62,174.22,173.62,173.63,9.48,1648.92
2019-04-20 10-AM,ETHUSD,175.38,175.38,173,173.62,131.47,22762.65
2019-04-20 09-AM,ETHUSD,176.06,176.15,175.38,175.38,6.82,1198.01
2019-04-20 08-AM,ETHUSD,175.38,177.71,175.38,176.06,844.34,148559.26
2019-04-20 07-AM,ETHUSD,174.96,175.42,174.95,175.38,106.06,18578.39
2019-04-20 06-AM,ETHUSD,175.11,175.45,174.82,174.96,46.33,8105.37
2019-04-20 05-AM,ETHUSD,175.28,175.45,174.87,175.11,154.45,27034.64
2019-04-20 04-AM,ETHUSD,174.59,175.28,174,175.28,94.07,16410.4
2019-04-20 03-AM,ETHUSD,174.94,174.94,174.42,174.59,169.99,29687.77
2019-04-20 02-AM,ETHUSD,174.89,175.45,174.25,174.94,109.4,19142.07
2019-04-20 01-AM,ETHUSD,174.02,175.12,173.67,174.89,233.52,40823.95
2019-04-20 12-AM,ETHUSD,174.24,174.72,173.85,174.02,101.78,17730.25
2019-04-19 11-PM,ETHUSD,173.25,174.24,172.92,174.24,737.38,127970.71
2019-04-19 10-PM,ETHUSD,172.12,173.25,172.1,173.25,226.92,39220.34
2019-04-19 09-PM,ETHUSD,172.6,173.35,172.12,172.12,147.13,25459.64
2019-04-19 08-PM,ETHUSD,173.12,173.61,172.3,172.6,157.82,27327.06
2019-04-19 07-PM,ETHUSD,172.91,173.28,172.4,173.12,459.44,79281.04
2019-04-19 06-PM,ETHUSD,172.39,172.98,172.13,172.91,888.69,153442.89
2019-04-19 05-PM,ETHUSD,172.57,172.68,172.08,172.39,179.62,30965.01
2019-04-19 04-PM,ETHUSD,173.03,174.3,172.15,172.57,1047.01,180810.95
2019-04-19 03-PM,ETHUSD,172.51,173.59,172.51,173.03,275.8,47625.88
2019-04-19 02-PM,ETHUSD,172.64,172.89,171.71,172.51,515.18,88781.32
2019-04-19 01-PM,ETHUSD,172.55,172.84,172.24,172.64,82.08,14162.63
2019-04-19 12-PM,ETHUSD,173.46,173.67,172.34,172.55,289.35,49959.73
2019-04-19 11-AM,ETHUSD,173.29,173.71,173.29,173.46,18.44,3200.25
2019-04-19 10-AM,ETHUSD,173.41,173.41,172.91,173.29,9.37,1621.35
2019-04-19 09-AM,ETHUSD,173.76,174.15,173.41,173.41,128.64,22331.03
2019-04-19 08-AM,ETHUSD,172.86,174,171.48,173.76,2240.16,386290.86
2019-04-19 07-AM,ETHUSD,172.8,172.86,172.29,172.86,77.62,13396.02
2019-04-19 06-AM,ETHUSD,171.69,172.91,171.69,172.8,126.91,21868.91
2019-04-19 05-AM,ETHUSD,172,172,171.53,171.69,83.83,14397.66
2019-04-19 04-AM,ETHUSD,171.71,172.07,171.42,172,1084.75,186171.83
2019-04-19 03-AM,ETHUSD,170.93,172.04,169.99,171.71,1282.94,220366.59
2019-04-19 02-AM,ETHUSD,170.56,171.87,169.93,170.93,1441.12,246227.06
2019-04-19 01-AM,ETHUSD,172.88,172.88,169.3,170.56,1203.36,205278.05
2019-04-19 12-AM,ETHUSD,173.69,174.14,172.88,172.88,714.66,123911.28
2019-04-18 11-PM,ETHUSD,173.49,173.69,171.91,173.69,980.82,169690.24
2019-04-18 10-PM,ETHUSD,175.06,175.27,173,173.49,1592.37,276123.46
2019-04-18 09-PM,ETHUSD,175.86,175.93,174.8,175.06,304.49,53406.31
2019-04-18 08-PM,ETHUSD,174.99,175.86,173.63,175.86,1906.97,333270.57
2019-04-18 07-PM,ETHUSD,174.77,176.09,174.65,174.99,1365.52,239006.68
2019-04-18 06-PM,ETHUSD,174.12,175.54,174.12,174.77,235.8,41320.27
2019-04-18 05-PM,ETHUSD,173.68,176.19,173.59,174.12,1774.44,309897.0
2019-04-18 04-PM,ETHUSD,172.57,173.69,171.87,173.68,451.87,78109.07
2019-04-18 03-PM,ETHUSD,172.24,173.68,172,172.57,392.52,67679.29
2019-04-18 02-PM,ETHUSD,172.3,172.36,171.5,172.24,123.17,21195.59
2019-04-18 01-PM,ETHUSD,171.99,172.83,171.59,172.3,38.08,6548.5
2019-04-18 12-PM,ETHUSD,170.7,171.99,170.7,171.99,95.75,16416.69
2019-04-18 11-AM,ETHUSD,171.49,171.49,170.42,170.7,51.72,8824.56
2019-04-18 10-AM,ETHUSD,171.5,171.71,171.37,171.49,67.61,11597.45
2019-04-18 09-AM,ETHUSD,171.46,171.5,170.8,171.5,176.96,30290.14
2019-04-18 08-AM,ETHUSD,171.97,172.18,171.35,171.46,7.62,1308.61
2019-04-18 07-AM,ETHUSD,172,172.36,171.79,171.97,358.39,61688.1
2019-04-18 06-AM,ETHUSD,171.8,172,171.44,172,129.53,22245.24
2019-04-18 05-AM,ETHUSD,172.6,172.62,171.39,171.8,469.36,80638.47
2019-04-18 04-AM,ETHUSD,172.66,173.51,172.28,172.6,1440.42,248658.7
2019-04-18 03-AM,ETHUSD,171.87,173.15,171.87,172.66,1053.55,181864.98
2019-04-18 02-AM,ETHUSD,172.62,173.41,171.4,171.87,2299.7,395652.89
2019-04-18 01-AM,ETHUSD,166.6,173.83,166.18,172.62,3693.97,632005.37
2019-04-18 12-AM,ETHUSD,166.61,167.14,166.6,166.6,119.63,19964.07
2019-04-17 11-PM,ETHUSD,166.17,166.77,165.69,166.61,21.49,3576.94
2019-04-17 10-PM,ETHUSD,167.18,167.47,165.61,166.17,174.27,29075.18
2019-04-17 09-PM,ETHUSD,166.92,167.18,166.47,167.18,220.6,36819.15
2019-04-17 08-PM,ETHUSD,166.6,167.03,166.5,166.92,3410.2,569243.85
2019-04-17 07-PM,ETHUSD,166.15,166.88,166.15,166.6,114.61,19087.69
2019-04-17 06-PM,ETHUSD,165.7,166.32,164.62,166.15,717.05,118931.33
2019-04-17 05-PM,ETHUSD,165.98,166.22,165.67,165.7,177.91,29507.3
2019-04-17 04-PM,ETHUSD,165.78,166.29,165.51,165.98,284.32,47211.53
2019-04-17 03-PM,ETHUSD,166.18,166.86,165.78,165.78,528.38,87986.7
2019-04-17 02-PM,ETHUSD,165.82,166.35,165.31,166.18,246.75,40915.81
2019-04-17 01-PM,ETHUSD,165.62,166.56,165.62,165.82,1498.57,248897.83
2019-04-17 12-PM,ETHUSD,166.97,167.18,165.48,165.62,287.07,47753.02
2019-04-17 11-AM,ETHUSD,166.47,167.33,166.28,166.97,55.37,9237.62
2019-04-17 10-AM,ETHUSD,165.71,166.47,165.19,166.47,213.98,35495.94
2019-04-17 09-AM,ETHUSD,165.41,165.86,165.41,165.71,48.59,8053.41
2019-04-17 08-AM,ETHUSD,166.75,166.75,165.18,165.41,866.27,144152.69
2019-04-17 07-AM,ETHUSD,166.38,166.8,166.25,166.75,185.64,30954.0
2019-04-17 06-AM,ETHUSD,166.29,166.84,166.15,166.38,42.26,7041.79
2019-04-17 05-AM,ETHUSD,167.27,167.31,166.28,166.29,242.79,40553.5
2019-04-17 04-AM,ETHUSD,166.79,167.27,166.55,167.27,56.84,9484.26
2019-04-17 03-AM,ETHUSD,166.61,166.79,165.93,166.79,54.39,9062.41
2019-04-17 02-AM,ETHUSD,166.7,167.33,166.59,166.61,192.28,32120.82
2019-04-17 01-AM,ETHUSD,166.75,166.92,165.54,166.7,192.62,32019.56
2019-04-17 12-AM,ETHUSD,166.64,168.62,166.48,166.75,271.2,45473.94
2019-04-16 11-PM,ETHUSD,165.72,167.06,165.72,166.64,626.88,104529.34
2019-04-16 10-PM,ETHUSD,165.84,166.07,165,165.72,379.27,62695.89
2019-04-16 09-PM,ETHUSD,165.57,166.39,165.57,165.84,54.67,9074.76
2019-04-16 08-PM,ETHUSD,165.85,166.26,164.98,165.57,2912.3,482405.7
2019-04-16 07-PM,ETHUSD,165.55,166.47,165.5,165.85,448.0,74337.1
2019-04-16 06-PM,ETHUSD,167.14,167.14,165.55,165.55,1504.49,250141.69
2019-04-16 05-PM,ETHUSD,164.19,167.95,164.19,167.14,1299.41,216166.06
2019-04-16 04-PM,ETHUSD,164.25,164.57,163.7,164.19,34.31,5628.37
2019-04-16 03-PM,ETHUSD,162.12,165.01,161.84,164.25,715.36,116524.39
2019-04-16 02-PM,ETHUSD,161.22,162.41,160.63,162.12,363.33,58633.59
2019-04-16 01-PM,ETHUSD,161.66,161.9,161.22,161.22,65.62,10603.45
2019-04-16 12-PM,ETHUSD,162.61,162.92,161.26,161.66,81.47,13233.71
2019-04-16 11-AM,ETHUSD,162.47,162.74,162.43,162.61,16.03,2606.73
2019-04-16 10-AM,ETHUSD,163.66,163.66,162.16,162.47,408.87,66590.13
2019-04-16 09-AM,ETHUSD,163.17,163.66,163.17,163.66,7.11,1163.49
2019-04-16 08-AM,ETHUSD,162.53,163.35,162.53,163.17,66.86,10892.29
2019-04-16 07-AM,ETHUSD,162.01,162.6,162.01,162.53,68.0,11043.66
2019-04-16 06-AM,ETHUSD,162.21,162.65,161.89,162.01,357.01,57987.86
2019-04-16 05-AM,ETHUSD,161.2,163.41,161.2,162.21,625.72,101908.87
2019-04-16 04-AM,ETHUSD,161.03,162.06,160.99,161.2,992.23,160385.95
2019-04-16 03-AM,ETHUSD,160.43,161.62,160.39,161.03,108.17,17424.36
2019-04-16 02-AM,ETHUSD,161.48,161.66,160.3,160.43,501.66,80913.3
2019-04-16 01-AM,ETHUSD,161.26,161.96,161.03,161.48,423.71,68415.84
2019-04-16 12-AM,ETHUSD,160.39,161.48,159.76,161.26,174.51,28039.97
2019-04-15 11-PM,ETHUSD,160.59,161.44,160.39,160.39,124.43,20010.44
2019-04-15 10-PM,ETHUSD,159.81,161,159.81,160.59,229.77,36889.54
2019-04-15 09-PM,ETHUSD,160.46,160.46,159.75,159.81,318.1,50885.33
2019-04-15 08-PM,ETHUSD,158.23,160.54,157.08,160.46,2910.98,462620.32
2019-04-15 07-PM,ETHUSD,160.49,160.55,157.88,158.23,950.92,150912.11
2019-04-15 06-PM,ETHUSD,160.07,161.86,158.79,160.49,1736.79,278699.29
2019-04-15 05-PM,ETHUSD,165.06,165.07,156,160.07,7493.63,1191850.62
2019-04-15 04-PM,ETHUSD,166.52,166.52,165.06,165.06,139.41,23056.84
2019-04-15 03-PM,ETHUSD,165.92,166.52,165.85,166.52,1058.94,175866.55
2019-04-15 02-PM,ETHUSD,165.75,167.49,165.43,165.92,954.82,158889.87
2019-04-15 01-PM,ETHUSD,165.77,166.29,165.54,165.75,829.25,137392.41
2019-04-15 12-PM,ETHUSD,166.07,166.07,164.96,165.77,198.38,32815.27
2019-04-15 11-AM,ETHUSD,165.77,166.69,165.77,166.07,8.82,1467.58
2019-04-15 10-AM,ETHUSD,167.37,167.37,165.66,165.77,149.68,24872.3
2019-04-15 09-AM,ETHUSD,167.24,167.46,166.91,167.37,234.19,39110.69
2019-04-15 08-AM,ETHUSD,167.51,167.66,167.01,167.24,207.78,34763.81
2019-04-15 07-AM,ETHUSD,168.3,168.4,166.86,167.51,183.76,30874.37
2019-04-15 06-AM,ETHUSD,168.31,168.75,168.19,168.3,171.26,28835.94
2019-04-15 05-AM,ETHUSD,168.65,168.9,167.85,168.31,131.76,22158.87
2019-04-15 04-AM,ETHUSD,167.86,168.74,167.86,168.65,57.95,9753.33
2019-04-15 03-AM,ETHUSD,168.68,168.68,167.65,167.86,156.61,26344.45
2019-04-15 02-AM,ETHUSD,168.77,168.91,168.37,168.68,107.79,18184.6
2019-04-15 01-AM,ETHUSD,167.73,169.79,167.73,168.77,442.75,74923.84
2019-04-15 12-AM,ETHUSD,168.29,169,167.6,167.73,619.0,104362.18
2019-04-14 11-PM,ETHUSD,168.81,169.03,167.4,168.29,245.64,41355.13
2019-04-14 10-PM,ETHUSD,165.51,169,165.45,168.81,1148.35,192099.32
2019-04-14 09-PM,ETHUSD,164.73,165.71,164.73,165.51,65.67,10831.49
2019-04-14 08-PM,ETHUSD,164.22,165.09,164.22,164.73,65.92,10863.6
2019-04-14 07-PM,ETHUSD,164.9,164.9,164.22,164.22,121.35,19998.74
2019-04-14 06-PM,ETHUSD,164.09,165.11,164.09,164.9,273.65,45118.68
2019-04-14 05-PM,ETHUSD,164.03,164.55,163.92,164.09,796.77,130908.78
2019-04-14 04-PM,ETHUSD,164.04,164.67,163.62,164.03,288.37,47360.85
2019-04-14 03-PM,ETHUSD,164.26,164.26,163.86,164.04,24.07,3944.99
2019-04-14 02-PM,ETHUSD,164.08,164.28,163.3,164.26,293.71,48021.21
2019-04-14 01-PM,ETHUSD,163.98,164.55,163.98,164.08,265.19,43568.05
2019-04-14 12-PM,ETHUSD,163.68,163.98,163.53,163.98,10.41,1704.32
2019-04-14 11-AM,ETHUSD,163.54,163.92,163.5,163.68,26.07,4266.29
2019-04-14 10-AM,ETHUSD,163.48,163.54,163.4,163.54,44.3,7242.81
2019-04-14 09-AM,ETHUSD,162.88,163.48,162.75,163.48,134.86,22012.51
2019-04-14 08-AM,ETHUSD,163.44,163.44,162.45,162.88,2.78,452.23
2019-04-14 07-AM,ETHUSD,162.31,163.44,162.3,163.44,161.23,26254.72
2019-04-14 06-AM,ETHUSD,162.87,162.87,162.09,162.31,259.29,42072.82
2019-04-14 05-AM,ETHUSD,162.67,163.12,162,162.87,462.31,75258.35
2019-04-14 04-AM,ETHUSD,163,163.38,162.67,162.67,32.39,5271.26
2019-04-14 03-AM,ETHUSD,162.71,163.27,162.55,163,258.42,42085.95
2019-04-14 02-AM,ETHUSD,163.45,163.65,162.71,162.71,61.75,10070.06
2019-04-14 01-AM,ETHUSD,164.11,164.35,163.45,163.45,244.43,40117.65
2019-04-14 12-AM,ETHUSD,164.01,164.36,164,164.11,356.3,58449.78
2019-04-13 11-PM,ETHUSD,163.69,164.87,163.69,164.01,355.11,58494.85
2019-04-13 10-PM,ETHUSD,163.59,163.82,163.14,163.69,149.79,24487.66
2019-04-13 09-PM,ETHUSD,163.38,163.74,162.28,163.59,2303.09,374752.22
2019-04-13 08-PM,ETHUSD,163.18,163.5,162.71,163.38,95.4,15555.9
2019-04-13 07-PM,ETHUSD,163.38,163.57,163.18,163.18,56.3,9199.9
2019-04-13 06-PM,ETHUSD,163.55,163.91,163.33,163.38,54.89,8975.03
2019-04-13 05-PM,ETHUSD,164.04,164.21,163.19,163.55,144.34,23596.48
2019-04-13 04-PM,ETHUSD,164.41,164.41,163.42,164.04,201.63,33035.22
2019-04-13 03-PM,ETHUSD,164.82,165.01,164.32,164.41,142.48,23441.99
2019-04-13 02-PM,ETHUSD,163.84,165.01,163.71,164.82,342.46,56337.52
2019-04-13 01-PM,ETHUSD,163.49,164.28,163.3,163.84,426.75,69984.06
2019-04-13 12-PM,ETHUSD,163.37,163.95,163.24,163.49,99.4,16255.77
2019-04-13 11-AM,ETHUSD,163.25,163.67,162.5,163.37,94.06,15320.62
2019-04-13 10-AM,ETHUSD,164.74,164.74,162.59,163.25,123.38,20134.89
2019-04-13 09-AM,ETHUSD,164.87,164.87,164.54,164.74,12.08,1989.42
2019-04-13 08-AM,ETHUSD,165.12,165.3,164.27,164.87,736.3,121457.24
2019-04-13 07-AM,ETHUSD,165.4,165.98,165.12,165.12,15.48,2562.71
2019-04-13 06-AM,ETHUSD,165.74,166,165.4,165.4,352.2,58402.06
2019-04-13 05-AM,ETHUSD,165.88,165.88,165.28,165.74,63.82,10554.05
2019-04-13 04-AM,ETHUSD,165.82,166.04,165.5,165.88,59.82,9915.38
2019-04-13 03-AM,ETHUSD,165.65,166.04,165.58,165.82,777.11,128901.59
2019-04-13 02-AM,ETHUSD,164.86,165.65,164.63,165.65,61.48,10151.96
2019-04-13 01-AM,ETHUSD,164.04,164.86,163.87,164.86,91.99,15120.47
2019-04-13 12-AM,ETHUSD,165.27,165.27,163.8,164.04,112.16,18445.4
2019-04-12 11-PM,ETHUSD,165.27,165.27,165.27,165.27,0.0,0.0
2019-04-12 10-PM,ETHUSD,164.69,165.27,164.15,165.27,437.94,72121.78
2019-04-12 09-PM,ETHUSD,163.5,165.03,163.5,164.69,129.62,21326.15
2019-04-12 08-PM,ETHUSD,164.69,164.81,162.88,163.5,2423.35,397619.0
2019-04-12 07-PM,ETHUSD,164.31,164.9,164.16,164.69,442.77,72876.59
2019-04-12 06-PM,ETHUSD,165.16,165.28,164.26,164.31,307.65,50707.4
2019-04-12 05-PM,ETHUSD,165.7,166.59,165,165.16,913.73,151565.73
2019-04-12 04-PM,ETHUSD,164.32,165.9,163.99,165.7,835.23,138046.28
2019-04-12 03-PM,ETHUSD,165.52,165.56,163.85,164.32,790.72,130135.94
2019-04-12 02-PM,ETHUSD,165.17,165.59,164.56,165.52,779.4,128689.99
2019-04-12 01-PM,ETHUSD,166.55,166.62,164.92,165.17,548.0,90661.19
2019-04-12 12-PM,ETHUSD,165.33,166.65,165.33,166.55,403.72,67134.54
2019-04-12 11-AM,ETHUSD,165.83,167.27,165.05,165.33,774.06,128685.06
2019-04-12 10-AM,ETHUSD,163.5,166.18,163.21,165.83,840.99,139341.56
2019-04-12 09-AM,ETHUSD,162.5,163.5,162.5,163.5,40.87,6657.95
2019-04-12 08-AM,ETHUSD,164.23,164.74,160.92,162.5,699.5,113157.54
2019-04-12 07-AM,ETHUSD,163.79,164.54,163.66,164.23,227.23,37277.22
2019-04-12 06-AM,ETHUSD,164.42,164.91,163.79,163.79,552.88,90933.72
2019-04-12 05-AM,ETHUSD,164.69,165.12,163,164.42,1151.05,188117.09
2019-04-12 04-AM,ETHUSD,164.61,165.77,164.33,164.69,472.67,77885.53
2019-04-12 03-AM,ETHUSD,162.98,164.63,162.26,164.61,525.36,85712.72
2019-04-12 02-AM,ETHUSD,161.37,163.26,161.07,162.98,468.4,76024.85
2019-04-12 01-AM,ETHUSD,164.53,164.56,159.22,161.37,3770.58,607836.37
2019-04-12 12-AM,ETHUSD,164.87,165.41,164.53,164.53,325.96,53677.87
2019-04-11 11-PM,ETHUSD,164.91,166.21,164.87,164.87,952.38,157551.2
2019-04-11 10-PM,ETHUSD,163.89,165.63,162.59,164.91,1313.13,215144.8
2019-04-11 09-PM,ETHUSD,164.51,165.29,163.54,163.89,1176.77,193449.96
2019-04-11 08-PM,ETHUSD,166.06,166.06,164.45,164.51,2408.69,398622.92
2019-04-11 07-PM,ETHUSD,166.3,166.39,165.1,166.06,1444.17,239349.35
2019-04-11 06-PM,ETHUSD,165.2,166.58,165.12,166.3,467.8,77631.65
2019-04-11 05-PM,ETHUSD,165.27,165.47,164.39,165.2,714.88,117850.34
2019-04-11 04-PM,ETHUSD,163.73,165.88,163,165.27,2554.92,420230.82
2019-04-11 03-PM,ETHUSD,164.23,165.13,163.66,163.73,1381.58,227263.36
2019-04-11 02-PM,ETHUSD,163.57,164.98,161.93,164.23,1714.83,280542.09
2019-04-11 01-PM,ETHUSD,164.73,165.31,163.17,163.57,705.02,115911.41
2019-04-11 12-PM,ETHUSD,164.31,165.13,163.02,164.73,925.03,151907.74
2019-04-11 11-AM,ETHUSD,165.38,165.6,160.51,164.31,3585.83,583962.03
2019-04-11 10-AM,ETHUSD,165.54,167.04,165.22,165.38,565.17,93858.72
2019-04-11 09-AM,ETHUSD,170.02,170.02,162,165.54,5125.66,849604.98
2019-04-11 08-AM,ETHUSD,171.32,171.32,166.75,170.02,2975.7,502666.72
2019-04-11 07-AM,ETHUSD,171.66,171.66,170.93,171.32,330.98,56683.04
2019-04-11 06-AM,ETHUSD,171.49,171.89,171.2,171.66,195.12,33456.98
2019-04-11 05-AM,ETHUSD,171.49,171.8,170.02,171.49,390.18,66566.59
2019-04-11 04-AM,ETHUSD,170.14,172.58,169.14,171.49,1006.86,171641.46
2019-04-11 03-AM,ETHUSD,175.5,175.63,169.14,170.14,4771.77,819227.39
2019-04-11 02-AM,ETHUSD,176.3,176.33,175,175.5,728.74,128162.21
2019-04-11 01-AM,ETHUSD,176,177,175.13,176.3,1161.17,204645.03
2019-04-11 12-AM,ETHUSD,177.63,177.66,175.34,176,332.05,58502.06
2019-04-10 11-PM,ETHUSD,177,177.97,177,177.63,384.04,68156.29
2019-04-10 10-PM,ETHUSD,176.01,177,174.75,177,374.81,65792.61
2019-04-10 09-PM,ETHUSD,176.7,176.92,174.14,176.01,1329.11,233183.33
2019-04-10 08-PM,ETHUSD,181.05,182.36,170.51,176.7,8655.44,1519413.83
2019-04-10 07-PM,ETHUSD,182.67,183.32,181.02,181.05,1276.11,233060.64
2019-04-10 06-PM,ETHUSD,180.48,185.48,179.97,182.67,4566.01,837250.68
2019-04-10 05-PM,ETHUSD,179.96,181.47,179.85,180.48,690.71,124813.62
2019-04-10 04-PM,ETHUSD,180.17,180.32,179.56,179.96,317.76,57215.52
2019-04-10 03-PM,ETHUSD,180.52,180.52,179.06,180.17,685.74,123427.33
2019-04-10 02-PM,ETHUSD,180.81,180.81,180.05,180.52,405.31,73129.19
2019-04-10 01-PM,ETHUSD,181.5,181.81,178.83,180.81,1811.13,326100.28
2019-04-10 12-PM,ETHUSD,180.63,182.14,179.96,181.5,816.36,147539.99
2019-04-10 11-AM,ETHUSD,180.75,180.79,180.39,180.63,148.17,26754.08
2019-04-10 10-AM,ETHUSD,180.41,180.75,179.95,180.75,96.78,17435.06
2019-04-10 09-AM,ETHUSD,180.89,181.42,180.37,180.41,233.86,42324.27
2019-04-10 08-AM,ETHUSD,180.54,181.06,180.47,180.89,158.77,28703.78
2019-04-10 07-AM,ETHUSD,182.24,182.24,180.26,180.54,272.17,49337.16
2019-04-10 06-AM,ETHUSD,181.9,183.48,181.52,182.24,796.69,145513.29
2019-04-10 05-AM,ETHUSD,180.15,182.13,180.12,181.9,828.4,150561.74
2019-04-10 04-AM,ETHUSD,179.64,181.16,179.64,180.15,327.76,59179.59
2019-04-10 03-AM,ETHUSD,180.57,181.16,179.59,179.64,292.48,52675.62
2019-04-10 02-AM,ETHUSD,179.85,180.57,179.3,180.57,557.31,100293.29
2019-04-10 01-AM,ETHUSD,177.28,180.69,177.28,179.85,1554.72,279020.98
2019-04-10 12-AM,ETHUSD,175.97,177.84,175.3,177.28,868.4,153600.89
2019-04-09 11-PM,ETHUSD,175.57,176.72,175.49,175.97,277.58,48868.82
2019-04-09 10-PM,ETHUSD,177.23,177.23,175.33,175.57,332.85,58628.4
2019-04-09 09-PM,ETHUSD,178.42,178.42,177.23,177.23,169.73,30125.73
2019-04-09 08-PM,ETHUSD,176.93,178.57,176.78,178.42,1180.43,209530.66
2019-04-09 07-PM,ETHUSD,177.4,177.4,176.49,176.93,601.44,106384.73
2019-04-09 06-PM,ETHUSD,177.04,177.49,176.83,177.4,430.28,76244.89
2019-04-09 05-PM,ETHUSD,177.36,177.75,176.71,177.04,448.91,79458.52
2019-04-09 04-PM,ETHUSD,176.75,177.83,176.68,177.36,500.46,88623.16
2019-04-09 03-PM,ETHUSD,177.21,177.95,176.69,176.75,378.64,67107.34
2019-04-09 02-PM,ETHUSD,178.22,178.35,176.82,177.21,2842.9,505027.56
2019-04-09 01-PM,ETHUSD,178.07,179.17,178,178.22,2068.92,369556.03
2019-04-09 12-PM,ETHUSD,178.27,179.3,178.05,178.07,630.52,112753.74
2019-04-09 11-AM,ETHUSD,177.9,178.55,177.15,178.27,371.32,65993.96
2019-04-09 10-AM,ETHUSD,176.5,178.31,175.16,177.9,134.26,23723.46
2019-04-09 09-AM,ETHUSD,177.77,177.87,176.5,176.5,383.22,67971.1
2019-04-09 08-AM,ETHUSD,176.86,177.77,175.75,177.77,1163.2,205020.96
2019-04-09 07-AM,ETHUSD,177.54,178.31,176.86,176.86,679.28,120750.16
2019-04-09 06-AM,ETHUSD,176.58,177.69,176.26,177.54,716.42,126860.99
2019-04-09 05-AM,ETHUSD,177.21,177.21,174.49,176.58,1742.55,306912.41
2019-04-09 04-AM,ETHUSD,177.82,178.5,176.56,177.21,930.55,165276.39
2019-04-09 03-AM,ETHUSD,178.29,179.01,176.69,177.82,1013.63,180022.66
2019-04-09 02-AM,ETHUSD,178.72,180.15,178.22,178.29,1374.02,246457.93
2019-04-09 01-AM,ETHUSD,179,179.25,176.79,178.72,515.82,92014.78
2019-04-09 12-AM,ETHUSD,181.15,181.15,179,179,256.84,46227.24
2019-04-08 11-PM,ETHUSD,180.71,181.31,179,181.15,195.5,35191.63
2019-04-08 10-PM,ETHUSD,182.26,183.11,180.34,180.71,2827.15,515079.52
2019-04-08 09-PM,ETHUSD,181.03,183.1,180.44,182.26,2729.87,496088.99
2019-04-08 08-PM,ETHUSD,178.04,181.89,177.85,181.03,3773.51,675398.93
2019-04-08 07-PM,ETHUSD,177.87,179.5,176.77,178.04,600.53,107060.11
